y_m,z_m,recruitment_presence_qnat,recruitment_presence_qrel,recruitment_age_days_qnat,recruitment_age_days_qrel,recruitment_effective_age_days_qnat,recruitment_effective_age_days_qrel,camporeale_biomass_qnat,camporeale_biomass_qrel
79.5,2.4791666666666665,1,0,181.0,0.0,89.0,0.0,0.29339935393964045,0.43386428915291353
79.75,2.48125,1,0,183.0,0.0,91.0,0.0,0.3060036560151221,0.4339953988663849
80.0,2.4833333333333334,1,0,184.0,0.0,92.0,0.0,0.31252724192881914,0.4341258807712442
80.25,2.4854166666666666,1,0,184.0,0.0,92.0,0.0,0.31275076468858765,0.43425573457241534
80.5,2.4875,1,0,185.0,0.0,93.0,0.0,0.31934631497558624,0.43438495997674154
80.75,2.4895833333333335,1,0,186.0,0.0,94.0,0.0,0.32601234136407803,0.43451355669298536
81.0,2.4916666666666667,1,0,186.0,0.0,94.0,0.0,0.3262357219003134,0.4346415244318299
81.25,2.49375,1,0,187.0,0.0,95.0,0.0,0.3329709222389853,0.43476886290587025
81.5,2.495833333333333,1,0,187.0,0.0,95.0,0.0,0.3331938523738856,0.4348955718296189
81.75,2.497916666666667,1,0,187.0,0.0,95.0,0.0,0.33341635485475024,0.43502165091949613
82.0,2.5,1,0,188.0,0.0,96.0,0.0,0.3402193570116146,0.4351470998938399
82.25,2.540625,1,0,194.0,0.0,102.0,0.0,0.38523894646291595,0.45200730848502013
82.5,2.58125,0,0,0.0,0.0,0.0,0.0,0.4103953645407177,0.46132941127251487
82.75,2.621875,0,0,0.0,0.0,0.0,0.0,0.4284903432581941,0.47037464003703156
83.0,2.6625,0,0,0.0,0.0,0.0,0.0,0.4464804045909573,0.47913393897391815
83.25,2.703125,0,0,0.0,0.0,0.0,0.0,0.4569989576956571,0.4875968915488819
83.5,2.74375,0,0,0.0,0.0,0.0,0.0,0.46726276024312113,0.49575652836328876
83.75,2.784375,0,0,0.0,0.0,0.0,0.0,0.47725907110473925,0.5036036645192147
84.0,2.825,0,0,0.0,0.0,0.0,0.0,0.5120005603794218,0.5287396503181737
84.25,2.865625,0,0,0.0,0.0,0.0,0.0,0.5173910010299042,0.5318925356252785
84.5,2.90625,0,0,0.0,0.0,0.0,0.0,0.5853760298598554,0.5969797553483994
84.75,2.946875,0,0,0.0,0.0,0.0,0.0,0.6098178655898233,0.6256835045396658
85.0,2.9875,0,0,0.0,0.0,0.0,0.0,0.6062459757626772,0.6130424635145992
85.25,3.028125,0,0,0.0,0.0,0.0,0.0,0.6534802961035754,0.657210191054175
85.5,3.0687499999999996,0,0,0.0,0.0,0.0,0.0,0.6566609896602275,0.6581026040050957
85.75,3.109375,0,0,0.0,0.0,0.0,0.0,0.6803084140543061,0.6790841304873119
86.0,3.15,0,0,0.0,0.0,0.0,0.0,0.7105846322936245,0.7065832548000358
86.25,3.190625,0,0,0.0,0.0,0.0,0.0,0.7289570459934293,0.7224461154109167
86.5,3.23125,0,0,0.0,0.0,0.0,0.0,0.7428521204392363,0.7339560459985695
86.75,3.2718749999999996,0,0,0.0,0.0,0.0,0.0,0.7592498130422011,0.7479746866927839
87.0,3.3125,0,0,0.0,0.0,0.0,0.0,0.7598047295275868,0.7516250942180148
87.25,3.353125,0,0,0.0,0.0,0.0,0.0,0.7955940149290083,0.7843468188711298
87.5,3.39375,0,0,0.0,0.0,0.0,0.0,0.7893368072043804,0.7830901143364248
87.75,3.4343749999999997,0,0,0.0,0.0,0.0,0.0,0.8256854656093385,0.8036808472898405
88.0,3.4749999999999996,0,0,0.0,0.0,0.0,0.0,0.8242392091639289,0.7941690867539549
88.25,3.515625,0,0,0.0,0.0,0.0,0.0,0.8208990297184405,0.7888771896324092
88.5,3.55625,0,0,0.0,0.0,0.0,0.0,0.8192988144165851,0.785405422774597
88.75,3.596875,0,0,0.0,0.0,0.0,0.0,0.8296592414400342,0.7944588703524331
89.0,3.6374999999999997,0,0,0.0,0.0,0.0,0.0,0.8278316453515574,0.7908129968118008
89.25,3.6781249999999996,0,0,0.0,0.0,0.0,0.0,0.8346766621949093,0.796322355662996
89.5,3.71875,0,0,0.0,0.0,0.0,0.0,0.8317007109151172,0.7915254829354259
89.75,3.759375,0,0,0.0,0.0,0.0,0.0,0.8191475526561199,0.7766140948579049
90.0,3.8,0,0,0.0,0.0,0.0,0.0,0.838243881185424,0.7952756200887893
90.25,3.8299999999999996,0,0,0.0,0.0,0.0,0.0,0.8183351074870528,0.7729400362308996
90.5,3.86,0,0,0.0,0.0,0.0,0.0,0.8361639952864895,0.7908056971408525
90.75,3.8899999999999997,0,0,0.0,0.0,0.0,0.0,0.8345719124393945,0.7880048818007271
91.0,3.92,0,0,0.0,0.0,0.0,0.0,0.8353699227839027,0.7877895814936318
91.25,3.9499999999999997,0,0,0.0,0.0,0.0,0.0,0.8283068735902034,0.7791365736124283
91.5,3.98,0,0,0.0,0.0,0.0,0.0,0.8146763362992657,0.763431485797052
91.75,4.01,0,0,0.0,0.0,0.0,0.0,0.8195632494942069,0.7676419048534961
92.0,4.04,0,0,0.0,0.0,0.0,0.0,0.817361115215446,0.7642508249476084
92.25,4.07,0,0,0.0,0.0,0.0,0.0,0.819271640203755,0.7653299170831525
92.5,4.1,0,0,0.0,0.0,0.0,0.0,0.8112153774962398,0.7556336972321612
92.75,4.13,0,0,0.0,0.0,0.0,0.0,0.8149597787709079,0.7587537140522471
93.0,4.16,0,0,0.0,0.0,0.0,0.0,0.801566210901063,0.7432742826773908
93.25,4.1899999999999995,0,0,0.0,0.0,0.0,0.0,0.8021037355217725,0.7429409117501511
93.5,4.22,0,0,0.0,0.0,0.0,0.0,0.8031324530167492,0.7431794962779051
93.75,4.25,0,0,0.0,0.0,0.0,0.0,0.7972989905136748,0.7359516602001823
94.0,4.28,0,0,0.0,0.0,0.0,0.0,0.7867305701114166,0.7235694396246126
94.25,4.31,0,0,0.0,0.0,0.0,0.0,0.8009719118749135,0.7383541662760817
94.5,4.34,0,0,0.0,0.0,0.0,0.0,0.7919082742134489,0.7276239277642228
94.75,4.37,0,0,0.0,0.0,0.0,0.0,0.7907306229191734,0.7255627413345309
95.0,4.4,0,0,0.0,0.0,0.0,0.0,0.7768299609959259,0.7095539572844375
95.25,4.43,0,0,0.0,0.0,0.0,0.0,0.7844777411219499,0.717229137252403
95.5,4.46,0,0,0.0,0.0,0.0,0.0,0.777617487889397,0.708973775326253
95.75,4.49,0,0,0.0,0.0,0.0,0.0,0.7761899444064279,0.7067338438248021
96.0,4.52,0,0,0.0,0.0,0.0,0.0,0.7554059812117345,0.6831798348682225
96.25,4.55,0,0,0.0,0.0,0.0,0.0,0.7568716113334573,0.6841312019240524
96.5,4.58,0,0,0.0,0.0,0.0,0.0,0.7499554152127702,0.675887543464272
96.75,4.61,0,0,0.0,0.0,0.0,0.0,0.7496961355126217,0.6750031710168085
97.0,4.64,0,0,0.0,0.0,0.0,0.0,0.7366065051372332,0.6599942979175248
97.25,4.67,0,0,0.0,0.0,0.0,0.0,0.7277021862483795,0.6496307769827364
97.5,4.7,0,0,0.0,0.0,0.0,0.0,0.7307885276112659,0.6524809056642734
97.75,4.73,0,0,0.0,0.0,0.0,0.0,0.7271213050182278,0.6479390861539281
98.0,4.76,0,0,0.0,0.0,0.0,0.0,0.7174094883360991,0.6367320757642839
98.25,4.79,0,0,0.0,0.0,0.0,0.0,0.7127109343300324,0.6310953597592796
98.5,4.82,0,0,0.0,0.0,0.0,0.0,0.7032449065834105,0.6202170641221691
98.75,4.85,0,0,0.0,0.0,0.0,0.0,0.6932546448187272,0.6087994404388973
99.0,4.88,0,0,0.0,0.0,0.0,0.0,0.6901367739694008,0.6049717269084276
99.25,4.91,0,0,0.0,0.0,0.0,0.0,0.6816107645459712,0.5952211743056213
99.5,4.9399999999999995,0,0,0.0,0.0,0.0,0.0,0.669135152643001,0.581183769769043
99.75,4.97,0,0,0.0,0.0,0.0,0.0,0.6613813219006835,0.5723562316342401
100.0,5.0,0,0,0.0,0.0,0.0,0.0,0.658282057210557,0.5686354245596149
